Map,Player,Kills,Deaths,ADR,KAST%,Rating,MatchID
Inferno,17385,16,17,62.8,69.2,0.92,2340546/chiefs-vs-rooster-esl-australia-nz-championship-season-10
Inferno,17390,8,14,35.0,73.1,0.72,2340546/chiefs-vs-rooster-esl-australia-nz-championship-season-10
Mirage,17306,25,9,113.6,86.4,1.87,2340557/espada-vs-pompa-sector-mostbet-season-2
Mirage,8125,17,7,78.9,95.5,1.57,2340557/espada-vs-pompa-sector-mostbet-season-2
Mirage,9081,16,13,89.1,81.8,1.48,2340557/espada-vs-pompa-sector-mostbet-season-2
Mirage,17305,20,12,84.4,68.2,1.45,2340557/espada-vs-pompa-sector-mostbet-season-2
Mirage,19673,15,10,72.8,77.3,1.32,2340557/espada-vs-pompa-sector-mostbet-season-2
Mirage,16397,14,17,82.5,54.5,0.86,2340557/espada-vs-pompa-sector-mostbet-season-2
Mirage,18068,11,20,67.7,59.1,0.70,2340557/espada-vs-pompa-sector-mostbet-season-2
Mirage,18048,11,18,49.7,50.0,0.55,2340557/espada-vs-pompa-sector-mostbet-season-2
Mirage,16389,8,19,43.7,54.5,0.45,2340557/espada-vs-pompa-sector-mostbet-season-2
Mirage,15208,7,19,39.2,50.0,0.41,2340557/espada-vs-pompa-sector-mostbet-season-2
Train,8125,23,14,105.3,78.3,1.63,2340557/espada-vs-pompa-sector-mostbet-season-2
Train,17305,15,16,92.6,82.6,1.23,2340557/espada-vs-pompa-sector-mostbet-season-2
Train,9081,19,13,73.8,69.6,1.21,2340557/espada-vs-pompa-sector-mostbet-season-2
Train,19673,20,12,80.8,78.3,1.20,2340557/espada-vs-pompa-sector-mostbet-season-2
Train,17306,16,12,69.5,69.6,1.12,2340557/espada-vs-pompa-sector-mostbet-season-2
Train,18068,17,18,74.2,65.2,0.94,2340557/espada-vs-pompa-sector-mostbet-season-2
Train,15208,14,19,74.0,56.5,0.86,2340557/espada-vs-pompa-sector-mostbet-season-2
Train,16389,12,19,66.1,60.9,0.85,2340557/espada-vs-pompa-sector-mostbet-season-2
Train,16397,11,20,65.5,52.2,0.75,2340557/espada-vs-pompa-sector-mostbet-season-2
Train,18048,13,17,53.6,60.9,0.74,2340557/espada-vs-pompa-sector-mostbet-season-2
Mirage,16389,35,24,120.2,83.3,1.71,2340586/pompa-vs-skade-sector-mostbet-season-2
Mirage,15208,24,23,81.4,66.7,1.19,2340586/pompa-vs-skade-sector-mostbet-season-2
Mirage,18068,18,23,76.2,76.7,0.91,2340586/pompa-vs-skade-sector-mostbet-season-2
Mirage,16397,19,25,70.7,70.0,0.91,2340586/pompa-vs-skade-sector-mostbet-season-2
Mirage,18048,14,20,51.7,63.3,0.82,2340586/pompa-vs-skade-sector-mostbet-season-2
Mirage,17145,30,22,97.8,80.0,1.35,2340586/pompa-vs-skade-sector-mostbet-season-2
Mirage,13466,25,20,95.2,76.7,1.34,2340586/pompa-vs-skade-sector-mostbet-season-2
Mirage,10762,21,18,62.8,76.7,1.11,2340586/pompa-vs-skade-sector-mostbet-season-2
Mirage,11217,22,25,80.5,76.7,1.00,2340586/pompa-vs-skade-sector-mostbet-season-2
Mirage,16412,17,25,69.2,76.7,0.90,2340586/pompa-vs-skade-sector-mostbet-season-2
Inferno,18048,11,14,70.3,73.7,0.91,2340586/pompa-vs-skade-sector-mostbet-season-2
Inferno,16397,15,15,65.5,57.9,0.90,2340586/pompa-vs-skade-sector-mostbet-season-2
Inferno,18068,8,15,60.5,57.9,0.63,2340586/pompa-vs-skade-sector-mostbet-season-2
Inferno,15208,8,19,55.7,47.4,0.52,2340586/pompa-vs-skade-sector-mostbet-season-2
Inferno,16389,5,16,58.6,47.4,0.42,2340586/pompa-vs-skade-sector-mostbet-season-2
Inferno,13466,19,6,88.2,84.2,1.66,2340586/pompa-vs-skade-sector-mostbet-season-2
Inferno,16412,15,8,79.3,89.5,1.55,2340586/pompa-vs-skade-sector-mostbet-season-2
Inferno,10762,16,10,80.8,89.5,1.49,2340586/pompa-vs-skade-sector-mostbet-season-2
Inferno,17145,14,10,85.9,84.2,1.46,2340586/pompa-vs-skade-sector-mostbet-season-2
Inferno,11217,15,13,81.7,78.9,1.40,2340586/pompa-vs-skade-sector-mostbet-season-2
Train,18068,20,16,86.2,77.3,1.14,2340586/pompa-vs-skade-sector-mostbet-season-2
Train,18048,13,16,69.6,59.1,0.84,2340586/pompa-vs-skade-sector-mostbet-season-2
Train,16397,9,19,66.5,68.2,0.76,2340586/pompa-vs-skade-sector-mostbet-season-2
Train,16389,12,19,59.0,50.0,0.60,2340586/pompa-vs-skade-sector-mostbet-season-2
Train,15208,8,18,46.0,40.9,0.53,2340586/pompa-vs-skade-sector-mostbet-season-2
Train,17145,22,11,117.4,86.4,1.77,2340586/pompa-vs-skade-sector-mostbet-season-2
Train,16412,16,11,81.4,77.3,1.30,2340586/pompa-vs-skade-sector-mostbet-season-2
Train,11217,16,14,80.7,81.8,1.28,2340586/pompa-vs-skade-sector-mostbet-season-2
Train,10762,17,13,79.2,86.4,1.27,2340586/pompa-vs-skade-sector-mostbet-season-2
Train,13466,17,13,65.9,68.2,1.14,2340586/pompa-vs-skade-sector-mostbet-season-2
Train,17145,22,16,86.8,71.4,1.23,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Train,16412,16,17,73.7,67.9,1.09,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Train,13466,20,18,63.6,64.3,1.07,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Train,10762,17,20,68.7,64.3,0.89,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Train,11217,12,19,60.4,60.7,0.79,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Train,13317,25,19,91.2,71.4,1.33,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Train,18072,23,18,85.9,60.7,1.13,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Train,16495,18,19,74.5,71.4,1.03,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Train,8733,13,15,48.8,67.9,0.90,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Train,14202,10,16,46.2,67.9,0.84,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Dust2,13466,31,22,78.9,69.4,1.27,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Dust2,11217,21,26,75.7,63.9,0.91,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Dust2,17145,24,30,65.0,66.7,0.85,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Dust2,16412,15,25,51.8,69.4,0.75,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Dust2,10762,17,31,68.7,52.8,0.74,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Dust2,8733,36,20,95.4,86.1,1.52,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Dust2,13317,30,24,87.1,83.3,1.29,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Dust2,14202,23,18,68.5,75.0,1.11,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Dust2,18072,23,22,68.5,80.6,1.09,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Dust2,16495,22,24,68.3,77.8,1.00,2340593/skade-vs-salamander-esea-advanced-season-33-europe
Nuke,17609,34,24,92.8,77.5,1.36,2340603/tricked-vs-skade-sector-mostbet-season-2
Nuke,13170,34,26,77.8,80.0,1.19,2340603/tricked-vs-skade-sector-mostbet-season-2
Nuke,13843,34,29,80.4,72.5,1.18,2340603/tricked-vs-skade-sector-mostbet-season-2
Nuke,10938,25,30,78.0,70.0,0.97,2340603/tricked-vs-skade-sector-mostbet-season-2
Nuke,10993,21,27,60.7,70.0,0.87,2340603/tricked-vs-skade-sector-mostbet-season-2
Nuke,16412,31,30,89.7,67.5,1.20,2340603/tricked-vs-skade-sector-mostbet-season-2
Nuke,13466,31,31,69.2,75.0,1.04,2340603/tricked-vs-skade-sector-mostbet-season-2
Nuke,17145,26,26,67.2,62.5,0.94,2340603/tricked-vs-skade-sector-mostbet-season-2
Nuke,10762,24,33,76.0,75.0,0.94,2340603/tricked-vs-skade-sector-mostbet-season-2
Nuke,11217,24,29,71.0,60.0,0.84,2340603/tricked-vs-skade-sector-mostbet-season-2
Mirage,13843,20,19,83.3,73.1,1.14,2340603/tricked-vs-skade-sector-mostbet-season-2
Mirage,17609,18,16,83.6,80.8,1.14,2340603/tricked-vs-skade-sector-mostbet-season-2
Mirage,13170,13,17,68.5,65.4,0.83,2340603/tricked-vs-skade-sector-mostbet-season-2
Mirage,10938,16,19,62.8,57.7,0.81,2340603/tricked-vs-skade-sector-mostbet-season-2
Mirage,10993,13,19,45.2,69.2,0.74,2340603/tricked-vs-skade-sector-mostbet-season-2
Mirage,17145,27,15,100.4,80.8,1.65,2340603/tricked-vs-skade-sector-mostbet-season-2
Mirage,13466,22,21,79.8,65.4,1.07,2340603/tricked-vs-skade-sector-mostbet-season-2
Mirage,10762,15,13,73.1,69.2,1.04,2340603/tricked-vs-skade-sector-mostbet-season-2
Mirage,16412,15,17,64.7,69.2,0.93,2340603/tricked-vs-skade-sector-mostbet-season-2
Mirage,11217,10,14,50.5,73.1,0.82,2340603/tricked-vs-skade-sector-mostbet-season-2
Dust2,13170,16,17,80.5,58.3,1.03,2340603/tricked-vs-skade-sector-mostbet-season-2
Dust2,10993,13,18,73.3,66.7,0.88,2340603/tricked-vs-skade-sector-mostbet-season-2
Dust2,10938,12,15,45.0,58.3,0.84,2340603/tricked-vs-skade-sector-mostbet-season-2
Dust2,13843,14,16,62.7,58.3,0.81,2340603/tricked-vs-skade-sector-mostbet-season-2
Dust2,17609,10,16,55.3,62.5,0.74,2340603/tricked-vs-skade-sector-mostbet-season-2
Dust2,17145,22,12,109.7,79.2,1.67,2340603/tricked-vs-skade-sector-mostbet-season-2
Dust2,11217,21,13,87.9,70.8,1.38,2340603/tricked-vs-skade-sector-mostbet-season-2
Dust2,16412,16,13,69.9,79.2,1.09,2340603/tricked-vs-skade-sector-mostbet-season-2
Dust2,13466,11,12,50.8,79.2,1.04,2340603/tricked-vs-skade-sector-mostbet-season-2
Dust2,10762,12,15,67.5,75.0,0.90,2340603/tricked-vs-skade-sector-mostbet-season-2
Mirage,16808,28,16,91.9,86.7,1.59,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Mirage,15126,28,22,94.0,80.0,1.35,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Mirage,16368,21,19,91.9,86.7,1.28,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Mirage,17379,21,19,72.0,70.0,1.03,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Mirage,15051,15,19,39.6,73.3,0.79,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Mirage,20036,24,21,93.2,60.0,1.22,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Mirage,19709,26,22,84.9,76.7,1.10,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Mirage,19902,15,22,53.6,60.0,0.81,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Mirage,19710,16,22,56.6,60.0,0.79,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Mirage,19711,12,26,64.2,63.3,0.72,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Overpass,16808,26,13,97.8,80.0,1.84,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Overpass,15126,24,15,95.8,76.0,1.34,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Overpass,15051,17,14,78.8,68.0,1.14,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Overpass,16368,16,16,74.0,68.0,0.99,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Overpass,17379,9,14,49.0,72.0,0.74,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Overpass,19711,25,17,114.8,76.0,1.52,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Overpass,19902,13,18,58.4,52.0,0.81,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Overpass,19710,11,18,47.6,60.0,0.76,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Overpass,19709,13,19,57.3,52.0,0.68,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Overpass,20036,9,20,43.9,52.0,0.47,2340533/ethereal-vs-timbermen-esea-advanced-season-33-north-america
Overpass,18740,16,19,84.6,65.2,1.03,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Overpass,18346,17,20,82.4,65.2,0.98,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Overpass,16025,18,21,78.8,60.9,0.93,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Overpass,18028,9,17,50.8,60.9,0.65,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Overpass,8758,8,18,46.8,56.5,0.57,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Overpass,16304,26,14,123.0,95.7,1.87,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Overpass,20017,21,13,68.1,69.6,1.28,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Overpass,18738,22,14,92.3,73.9,1.23,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Overpass,18737,13,13,72.4,69.6,1.08,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Overpass,18735,13,14,60.8,69.6,1.00,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Nuke,18028,14,18,78.0,56.0,0.95,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Nuke,8758,16,17,71.4,60.0,0.93,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Nuke,18740,12,19,62.8,56.0,0.77,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Nuke,16025,11,19,52.8,52.0,0.72,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Nuke,18346,14,20,46.8,48.0,0.57,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Nuke,20017,25,12,85.9,72.0,1.45,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Nuke,18738,21,14,93.0,76.0,1.38,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Nuke,16304,18,13,74.2,76.0,1.18,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Nuke,18737,16,15,71.6,84.0,1.13,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Nuke,18735,13,13,71.1,72.0,0.98,2340568/mako-vs-markandlarry-esea-mdl-season-33-australia-relegation
Inferno,11230,29,20,112.3,60.7,1.47,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Inferno,14111,23,20,83.8,71.4,1.20,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Inferno,11227,21,18,85.5,67.9,1.19,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Inferno,9259,14,19,57.6,75.0,0.96,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Inferno,17941,17,22,60.6,67.9,0.84,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Inferno,14131,29,20,96.4,82.1,1.43,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Inferno,19965,23,18,79.9,67.9,1.20,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Inferno,16649,19,24,79.7,71.4,1.00,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Inferno,9572,14,21,61.7,71.4,0.89,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Inferno,16597,14,21,57.4,64.3,0.82,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Mirage,17941,25,10,114.1,85.7,1.88,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Mirage,11227,18,13,97.8,81.0,1.35,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Mirage,14111,18,14,90.0,81.0,1.26,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Mirage,9259,12,10,64.4,85.7,1.09,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Mirage,11230,14,11,68.2,76.2,1.09,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Mirage,19965,15,14,64.2,81.0,1.03,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Mirage,14131,14,17,72.1,57.1,0.95,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Mirage,16649,10,20,72.1,66.7,0.76,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Mirage,9572,11,19,52.0,61.9,0.69,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Mirage,16597,7,17,51.8,61.9,0.61,2340563/buffdaddys-paypal-vs-polar-ace-esea-advanced-season-33-north-america
Overpass,16025,36,26,105.8,74.3,1.53,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Overpass,18740,31,21,95.4,85.7,1.40,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Overpass,18346,27,27,84.5,77.1,1.22,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Overpass,18028,19,25,50.3,65.7,0.85,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Overpass,8758,17,27,57.9,65.7,0.77,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Overpass,20046,35,22,96.4,71.4,1.43,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Overpass,20045,31,26,98.2,74.3,1.26,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Overpass,20043,24,26,85.1,82.9,1.14,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Overpass,20044,18,28,62.5,68.6,0.78,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Overpass,20042,18,28,45.4,65.7,0.72,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Nuke,18346,19,11,101.2,81.0,1.59,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Nuke,16025,19,14,90.6,76.2,1.39,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Nuke,18740,15,7,77.6,76.2,1.32,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Nuke,8758,17,14,86.3,66.7,1.29,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Nuke,18028,17,13,69.0,85.7,1.16,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Nuke,20045,18,17,85.0,57.1,1.00,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Nuke,20042,15,18,77.3,76.2,0.97,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Nuke,20046,11,17,63.8,52.4,0.69,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Nuke,20044,9,18,55.0,42.9,0.48,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Nuke,20043,6,18,42.9,47.6,0.44,2340575/mako-vs-ex-mc-academy-esea-mdl-season-33-australia-relegation
Mirage,14527,20,19,68.4,58.6,1.05,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Mirage,18462,21,16,66.3,69.0,1.04,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Mirage,14256,19,21,74.5,62.1,0.90,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Mirage,18266,15,24,55.7,48.3,0.72,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Mirage,18219,11,24,62.2,58.6,0.64,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Mirage,7700,28,15,109.4,72.4,1.56,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Mirage,7996,24,17,76.2,75.9,1.26,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Mirage,9019,20,20,71.2,72.4,1.02,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Mirage,13018,18,18,65.1,65.5,1.00,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Mirage,8983,14,16,53.1,69.0,0.92,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Train,18462,24,13,94.8,92.6,1.56,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Train,18266,20,14,75.9,81.5,1.28,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Train,18219,17,17,67.9,66.7,1.09,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Train,14256,19,16,69.1,81.5,1.08,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Train,14527,16,17,66.6,70.4,0.92,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Train,9019,19,19,96.7,81.5,1.31,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Train,8983,17,19,62.4,59.3,0.92,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Train,7996,16,19,53.8,74.1,0.91,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Train,7700,14,18,53.1,66.7,0.76,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Train,13018,10,21,55.5,40.7,0.50,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Dust2,14527,32,19,117.8,75.9,1.55,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Dust2,18266,18,22,76.7,69.0,1.05,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Dust2,18462,21,22,74.6,55.2,0.99,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Dust2,14256,15,21,61.9,79.3,0.88,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Dust2,18219,8,21,35.7,48.3,0.49,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Dust2,7996,29,19,89.7,79.3,1.48,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Dust2,9019,21,17,86.6,75.9,1.24,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Dust2,7700,23,20,80.0,72.4,1.07,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Dust2,13018,17,20,75.5,75.9,0.99,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Dust2,8983,14,18,54.7,65.5,0.87,2340529/vexed-vs-endpoint-esea-advanced-season-33-europe
Mirage,8576,19,8,86.5,95.7,1.57,2340360/havu-vs-envy-flashpoint-1
Mirage,9819,20,9,83.6,87.0,1.56,2340360/havu-vs-envy-flashpoint-1
Mirage,9271,18,9,75.2,82.6,1.47,2340360/havu-vs-envy-flashpoint-1
Mirage,13396,16,8,69.5,87.0,1.29,2340360/havu-vs-envy-flashpoint-1
Mirage,7821,15,14,79.6,56.5,0.98,2340360/havu-vs-envy-flashpoint-1
Mirage,8575,14,17,66.9,47.8,0.82,2340360/havu-vs-envy-flashpoint-1
Mirage,12271,8,17,52.6,65.2,0.72,2340360/havu-vs-envy-flashpoint-1
Mirage,7356,12,18,58.9,52.2,0.70,2340360/havu-vs-envy-flashpoint-1
Mirage,9069,9,18,30.3,39.1,0.52,2340360/havu-vs-envy-flashpoint-1
Mirage,12088,5,18,32.2,39.1,0.44,2340360/havu-vs-envy-flashpoint-1
Dust2,9819,23,10,90.6,72.7,1.58,2340360/havu-vs-envy-flashpoint-1
Dust2,8576,17,11,86.4,86.4,1.47,2340360/havu-vs-envy-flashpoint-1
Dust2,9271,16,10,85.8,77.3,1.43,2340360/havu-vs-envy-flashpoint-1
Dust2,7821,15,10,77.6,77.3,1.37,2340360/havu-vs-envy-flashpoint-1
Dust2,13396,13,13,65.0,77.3,1.06,2340360/havu-vs-envy-flashpoint-1
Dust2,9069,12,14,57.6,54.5,0.88,2340360/havu-vs-envy-flashpoint-1
Dust2,12271,9,16,64.7,63.6,0.73,2340360/havu-vs-envy-flashpoint-1
Dust2,7356,11,19,73.4,45.5,0.68,2340360/havu-vs-envy-flashpoint-1
Dust2,8575,12,19,60.5,59.1,0.64,2340360/havu-vs-envy-flashpoint-1
Dust2,12088,10,16,50.9,54.5,0.59,2340360/havu-vs-envy-flashpoint-1
Mirage,17145,23,24,81.3,75.9,1.13,2340558/skade-vs-tricked-sector-mostbet-season-2
Mirage,16412,20,22,65.2,65.5,0.94,2340558/skade-vs-tricked-sector-mostbet-season-2
Mirage,11217,17,20,76.8,55.2,0.91,2340558/skade-vs-tricked-sector-mostbet-season-2
Mirage,10762,12,21,57.2,55.2,0.70,2340558/skade-vs-tricked-sector-mostbet-season-2
Mirage,13466,15,23,52.5,58.6,0.67,2340558/skade-vs-tricked-sector-mostbet-season-2
Mirage,13843,34,14,100.8,89.7,1.77,2340558/skade-vs-tricked-sector-mostbet-season-2
Mirage,13170,25,20,91.4,75.9,1.33,2340558/skade-vs-tricked-sector-mostbet-season-2
Mirage,10993,19,17,69.6,86.2,1.17,2340558/skade-vs-tricked-sector-mostbet-season-2
Mirage,17609,18,15,66.1,86.2,1.16,2340558/skade-vs-tricked-sector-mostbet-season-2
Mirage,10938,14,22,65.6,82.8,0.90,2340558/skade-vs-tricked-sector-mostbet-season-2
Inferno,16412,30,19,99.9,73.3,1.47,2340558/skade-vs-tricked-sector-mostbet-season-2
Inferno,11217,18,23,69.0,70.0,1.06,2340558/skade-vs-tricked-sector-mostbet-season-2
Inferno,13466,20,21,78.4,63.3,0.98,2340558/skade-vs-tricked-sector-mostbet-season-2
Inferno,17145,14,20,65.2,66.7,0.92,2340558/skade-vs-tricked-sector-mostbet-season-2
Inferno,10762,16,21,66.2,66.7,0.84,2340558/skade-vs-tricked-sector-mostbet-season-2
Inferno,17609,23,17,84.6,73.3,1.25,2340558/skade-vs-tricked-sector-mostbet-season-2
Inferno,10993,22,22,87.8,83.3,1.18,2340558/skade-vs-tricked-sector-mostbet-season-2
Inferno,13170,20,20,81.3,73.3,1.10,2340558/skade-vs-tricked-sector-mostbet-season-2
Inferno,13843,21,20,76.3,73.3,1.10,2340558/skade-vs-tricked-sector-mostbet-season-2
Inferno,10938,18,19,55.3,73.3,0.95,2340558/skade-vs-tricked-sector-mostbet-season-2
Mirage,18072,21,7,112.2,94.4,1.91,2340538/salamander-vs-unique-esea-advanced-season-33-europe
Mirage,8733,18,8,101.8,77.8,1.57,2340538/salamander-vs-unique-esea-advanced-season-33-europe
Mirage,14202,13,4,81.6,100.0,1.56,2340538/salamander-vs-unique-esea-advanced-season-33-europe
Mirage,13317,18,11,98.8,88.9,1.51,2340538/salamander-vs-unique-esea-advanced-season-33-europe
Mirage,16495,12,8,67.7,94.4,1.22,2340538/salamander-vs-unique-esea-advanced-season-33-europe
Mirage,10590,9,14,67.6,50.0,0.73,2340538/salamander-vs-unique-esea-advanced-season-33-europe
Mirage,15662,10,16,58.9,38.9,0.58,2340538/salamander-vs-unique-esea-advanced-season-33-europe
Mirage,13779,8,17,53.9,44.4,0.44,2340538/salamander-vs-unique-esea-advanced-season-33-europe
Mirage,14205,5,17,42.4,44.4,0.42,2340538/salamander-vs-unique-esea-advanced-season-33-europe
Mirage,16946,6,18,51.1,38.9,0.40,2340538/salamander-vs-unique-esea-advanced-season-33-europe
Train,14202,17,17,57.2,56.5,0.82,2340538/salamander-vs-unique-esea-advanced-season-33-europe
