Map,Player,Kills,Deaths,ADR,KAST%,Rating,MatchID
Dust2,10330,22,19,82.7,70.0,1.26,2340357/mad-lions-vs-chaos-flashpoint-1
Dust2,14148,22,17,84.7,66.7,1.24,2340357/mad-lions-vs-chaos-flashpoint-1
Dust2,8151,18,15,67.9,80.0,1.17,2340357/mad-lions-vs-chaos-flashpoint-1
Dust2,9612,18,18,74.9,76.7,1.03,2340357/mad-lions-vs-chaos-flashpoint-1
Dust2,14419,10,23,31.4,73.3,0.62,2340357/mad-lions-vs-chaos-flashpoint-1
Dust2,7253,28,20,94.3,60.0,1.36,2340357/mad-lions-vs-chaos-flashpoint-1
Dust2,12089,19,18,81.8,80.0,1.18,2340357/mad-lions-vs-chaos-flashpoint-1
Dust2,9258,21,17,70.3,73.3,1.05,2340357/mad-lions-vs-chaos-flashpoint-1
Dust2,13228,15,16,51.1,70.0,1.02,2340357/mad-lions-vs-chaos-flashpoint-1
Dust2,13186,9,20,38.1,56.7,0.59,2340357/mad-lions-vs-chaos-flashpoint-1
Nuke,9612,22,18,101.1,73.1,1.41,2340357/mad-lions-vs-chaos-flashpoint-1
Nuke,14148,22,16,97.1,80.8,1.37,2340357/mad-lions-vs-chaos-flashpoint-1
Nuke,8151,16,17,71.4,69.2,1.03,2340357/mad-lions-vs-chaos-flashpoint-1
Nuke,14419,16,16,53.6,57.7,0.93,2340357/mad-lions-vs-chaos-flashpoint-1
Nuke,10330,10,14,38.0,69.2,0.90,2340357/mad-lions-vs-chaos-flashpoint-1
Nuke,7253,19,19,82.7,73.1,1.12,2340357/mad-lions-vs-chaos-flashpoint-1
Nuke,12089,19,17,84.1,80.8,1.09,2340357/mad-lions-vs-chaos-flashpoint-1
Nuke,13228,18,17,71.5,69.2,0.97,2340357/mad-lions-vs-chaos-flashpoint-1
Nuke,9258,16,16,65.1,61.5,0.92,2340357/mad-lions-vs-chaos-flashpoint-1
Nuke,13186,7,17,45.8,65.4,0.68,2340357/mad-lions-vs-chaos-flashpoint-1
Mirage,20038,27,12,115.9,87.0,1.74,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Mirage,20041,26,14,101.4,78.3,1.67,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Mirage,19181,19,12,93.6,73.9,1.43,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Mirage,20039,13,12,77.7,82.6,1.22,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Mirage,20040,14,18,59.1,65.2,0.88,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Mirage,19731,21,18,83.8,65.2,1.11,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Mirage,19906,16,18,75.0,60.9,0.91,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Mirage,19643,14,21,85.0,52.2,0.78,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Mirage,19905,9,20,48.3,65.2,0.59,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Mirage,19904,8,22,54.1,60.9,0.52,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Vertigo,20039,25,22,86.4,72.4,1.20,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Vertigo,20041,20,21,79.2,65.5,1.06,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Vertigo,20038,18,24,71.0,69.0,0.97,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Vertigo,19181,19,22,75.7,44.8,0.91,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Vertigo,20040,13,26,65.5,51.7,0.67,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Vertigo,19906,36,20,126.4,79.3,1.80,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Vertigo,19904,23,20,87.9,79.3,1.23,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Vertigo,19643,22,17,82.7,75.9,1.23,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Vertigo,19731,22,17,74.0,82.8,1.16,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Vertigo,19905,12,21,47.0,62.1,0.68,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Train,20039,23,20,84.2,66.7,1.20,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Train,20038,23,24,89.1,70.0,1.08,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Train,19181,22,23,86.6,66.7,1.04,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Train,20040,21,20,65.8,63.3,0.98,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Train,20041,15,20,57.7,73.3,0.88,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Train,19906,25,20,79.3,70.0,1.24,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Train,19731,20,19,76.3,80.0,1.16,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Train,19905,25,21,77.4,73.3,1.09,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Train,19643,20,23,78.7,73.3,1.02,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Train,19904,17,21,58.7,63.3,0.84,2340592/rozu-vs-esper-esea-mdl-season-33-australia-relegation
Inferno,19906,22,18,97.8,70.8,1.33,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,19731,18,19,75.2,75.0,1.00,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,19904,17,18,52.7,75.0,0.89,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,19905,14,19,77.8,66.7,0.81,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,19643,3,16,42.3,66.7,0.54,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,20051,23,15,98.5,95.8,1.69,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,20050,23,13,95.5,87.5,1.58,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,20048,21,18,80.5,83.3,1.24,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,20047,14,15,57.1,75.0,0.96,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,20049,9,13,58.0,70.8,0.82,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Nuke,19906,26,9,131.5,94.7,2.17,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Nuke,19643,26,7,123.4,94.7,2.17,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Nuke,19904,12,13,66.8,89.5,1.34,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Nuke,19731,10,9,58.9,78.9,1.15,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Nuke,19905,6,7,32.8,78.9,0.98,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Nuke,20051,15,14,74.5,63.2,1.03,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Nuke,20049,7,15,69.1,68.4,0.75,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Nuke,20048,9,18,62.3,68.4,0.60,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Nuke,20050,7,15,39.7,63.2,0.54,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Nuke,20047,7,18,43.2,47.4,0.43,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Mirage,19906,29,16,106.0,83.3,1.64,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Mirage,19904,23,20,83.2,70.0,1.18,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Mirage,19731,18,19,58.8,76.7,1.00,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Mirage,19643,18,17,59.7,73.3,0.98,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Mirage,19905,8,17,34.8,70.0,0.71,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Mirage,20047,28,21,98.7,56.7,1.36,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Mirage,20049,15,17,61.7,86.7,1.01,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Mirage,20048,15,21,61.1,63.3,0.90,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Mirage,20051,17,20,63.8,56.7,0.85,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Mirage,20050,14,18,51.7,63.3,0.79,2340567/esper-vs-draconic-esea-mdl-season-33-australia-relegation
Default,11337,19,14,77.7,66.7,1.32,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Default,10840,18,11,76.3,79.2,1.29,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Default,10818,14,14,90.3,87.5,1.25,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Default,18140,19,13,72.5,75.0,1.22,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Default,15698,17,15,68.4,70.8,1.08,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Default,14495,14,17,92.1,70.8,1.02,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Default,15229,17,17,67.0,58.3,0.94,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Default,13473,14,21,71.9,62.5,0.80,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Default,13177,12,17,58.8,58.3,0.74,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Default,14933,10,15,49.5,50.0,0.70,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Inferno,11337,26,24,84.1,70.6,1.12,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Inferno,15698,23,25,78.1,64.7,0.99,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Inferno,10840,19,22,64.1,61.8,0.94,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Inferno,10818,21,26,63.3,64.7,0.89,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Inferno,18140,20,29,61.2,52.9,0.77,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Inferno,14495,27,23,104.7,85.3,1.42,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Inferno,13177,25,24,88.0,79.4,1.19,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Inferno,14933,28,20,73.6,64.7,1.14,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Inferno,15229,24,20,67.4,70.6,1.07,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Inferno,13473,22,23,65.9,76.5,1.03,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Dust2,18140,11,17,61.4,65.0,0.76,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Dust2,11337,9,17,55.6,50.0,0.71,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Dust2,10840,10,15,52.3,55.0,0.70,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Dust2,15698,11,17,56.1,50.0,0.67,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Dust2,10818,6,18,40.0,50.0,0.45,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Dust2,13473,17,9,104.0,90.0,1.64,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Dust2,14933,22,10,104.7,85.0,1.61,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Dust2,14495,15,10,101.8,80.0,1.46,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Dust2,15229,17,6,64.5,85.0,1.36,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Dust2,13177,13,12,74.2,80.0,1.15,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Mirage,15698,25,11,103.7,83.3,1.70,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Mirage,10818,20,16,89.2,70.8,1.28,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Mirage,18140,18,13,76.8,70.8,1.17,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Mirage,10840,12,12,57.8,75.0,1.03,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Mirage,11337,13,17,76.7,66.7,1.01,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Mirage,15229,19,16,82.9,58.3,1.11,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Mirage,14495,14,14,70.6,75.0,1.02,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Mirage,13473,14,18,61.2,58.3,0.85,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Mirage,14933,12,18,52.9,62.5,0.77,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Mirage,13177,9,22,60.1,58.3,0.55,2340588/yeah-vs-alcoholics-anonymous-efire-master-league-north-america
Train,16911,21,6,112.9,94.7,1.84,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Train,11539,21,7,95.9,84.2,1.75,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Train,12433,17,7,97.4,84.2,1.61,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Train,13238,18,10,86.3,84.2,1.42,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Train,10764,12,9,79.4,94.7,1.32,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Train,18638,9,17,49.7,52.6,0.68,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Train,18689,10,18,68.1,57.9,0.64,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Train,13949,6,19,58.8,52.6,0.47,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Train,9519,8,17,32.5,36.8,0.45,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Train,15861,6,18,50.3,42.1,0.34,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Nuke,16911,29,16,104.3,76.0,1.47,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Nuke,13238,20,13,82.8,76.0,1.36,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Nuke,10764,19,16,87.5,80.0,1.29,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Nuke,12433,16,18,70.3,76.0,1.19,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Nuke,11539,15,13,68.3,68.0,1.12,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Nuke,13949,18,17,79.4,64.0,1.06,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Nuke,18689,16,18,70.6,56.0,0.96,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Nuke,15861,18,20,73.4,56.0,0.88,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Nuke,18638,15,22,65.6,60.0,0.74,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Nuke,9519,9,22,51.5,52.0,0.54,2340556/lucid-dream-vs-d13-esea-open-season-33-asia-pacific
Overpass,8520,24,12,120.5,87.0,1.76,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Overpass,8738,23,12,96.4,73.9,1.57,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Overpass,10394,18,11,79.5,73.9,1.21,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Overpass,8797,12,14,66.0,73.9,1.02,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Overpass,7687,7,8,33.4,78.3,0.87,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Overpass,9217,13,15,65.4,52.2,0.95,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Overpass,8564,13,19,77.5,60.9,0.90,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Overpass,5736,13,18,59.8,52.2,0.79,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Overpass,2023,8,15,47.3,69.6,0.75,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Overpass,14737,10,17,47.2,52.2,0.69,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Dust2,8520,21,6,125.6,88.9,2.18,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Dust2,7687,22,8,94.8,83.3,1.80,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Dust2,8797,13,7,96.9,77.8,1.52,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Dust2,10394,14,12,82.9,72.2,1.31,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Dust2,8738,15,12,79.9,72.2,1.26,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Dust2,2023,15,17,83.7,66.7,0.92,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Dust2,5736,11,16,59.7,50.0,0.62,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Dust2,14737,8,17,42.2,38.9,0.44,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Dust2,9217,6,17,58.4,33.3,0.40,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Dust2,8564,5,18,56.3,33.3,0.33,2340521/liquid-vs-mibr-esl-pro-league-season-11-north-america
Mirage,15370,21,12,102.5,78.3,1.52,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Mirage,8212,20,13,92.0,73.9,1.36,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Mirage,8800,18,9,66.2,73.9,1.19,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Mirage,11701,16,13,76.8,73.9,1.15,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Mirage,12782,11,13,59.7,73.9,0.96,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Mirage,9019,18,17,85.7,65.2,1.19,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Mirage,13018,14,16,75.6,60.9,0.99,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Mirage,7700,11,16,53.0,73.9,0.77,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Mirage,8983,10,19,59.7,52.2,0.59,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Mirage,7996,7,18,47.7,60.9,0.57,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Overpass,11701,32,28,81.7,68.3,1.07,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Overpass,15370,30,26,73.3,73.2,1.07,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Overpass,12782,31,37,86.7,73.2,1.05,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Overpass,8800,24,27,64.4,75.6,0.97,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Overpass,8212,24,34,75.8,68.3,0.87,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Overpass,9019,38,26,99.6,85.4,1.45,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Overpass,7700,38,34,102.4,80.5,1.28,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Overpass,13018,33,31,84.9,80.5,1.19,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Overpass,7996,25,24,59.0,78.0,1.03,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Overpass,8983,17,26,49.2,65.9,0.76,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Vertigo,12782,33,26,98.0,77.8,1.31,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Vertigo,11701,28,23,83.4,75.0,1.12,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Vertigo,8212,26,27,76.9,75.0,1.11,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Vertigo,15370,22,28,75.9,72.2,0.96,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Vertigo,8800,14,25,48.0,61.1,0.77,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Vertigo,7996,31,25,83.0,80.6,1.35,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Vertigo,7700,31,21,82.6,75.0,1.29,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Vertigo,8983,24,27,84.8,77.8,1.17,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Vertigo,13018,26,29,88.6,80.6,1.14,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Vertigo,9019,17,21,53.1,66.7,0.78,2340578/alternate-attax-vs-endpoint-esea-advanced-season-33-europe
Dust2,19181,32,13,132.5,87.0,2.04,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Dust2,20039,20,12,83.1,69.6,1.36,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Dust2,20038,15,13,71.2,87.0,1.20,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Dust2,20040,14,14,68.9,65.2,1.08,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Dust2,20041,12,13,67.6,82.6,1.06,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Dust2,20049,17,17,76.9,65.2,1.01,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Dust2,20050,16,19,67.6,69.6,0.90,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Dust2,20051,11,19,59.1,60.9,0.71,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Dust2,20048,12,20,60.2,56.5,0.70,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Dust2,20047,9,19,62.6,69.6,0.64,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,19181,35,21,101.4,83.3,1.50,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,20038,32,21,92.4,80.6,1.39,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,20039,20,24,68.0,72.2,0.92,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,20041,16,24,51.6,66.7,0.79,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,20040,16,26,45.5,69.4,0.71,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,20047,33,24,89.7,80.6,1.32,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,20050,26,23,82.7,75.0,1.18,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,20048,23,24,68.1,75.0,1.03,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,20051,16,24,62.1,80.6,0.92,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Inferno,20049,18,24,60.8,69.4,0.88,2340574/rozu-vs-draconic-esea-mdl-season-33-australia-relegation
Mirage,16808,26,14,99.7,76.9,1.68,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Mirage,17379,18,16,73.6,80.8,1.20,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Mirage,16368,19,13,73.9,84.6,1.18,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Mirage,15126,18,17,70.7,84.6,1.14,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Mirage,15051,13,18,58.0,65.4,0.94,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Mirage,16902,23,20,95.3,73.1,1.25,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Mirage,15523,19,18,70.7,61.5,1.10,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Mirage,16652,15,20,65.7,65.4,0.81,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Mirage,19832,12,19,52.4,53.8,0.68,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Mirage,17097,9,17,48.6,61.5,0.66,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Nuke,15126,14,16,75.1,60.0,0.82,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Nuke,17379,10,17,60.8,55.0,0.70,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Nuke,15051,9,16,48.4,60.0,0.58,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Nuke,16368,9,18,51.6,45.0,0.50,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Nuke,16808,6,17,44.1,45.0,0.39,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Nuke,15523,26,8,130.8,90.0,2.20,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Nuke,17097,23,10,104.9,85.0,1.80,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Nuke,19832,12,7,65.2,90.0,1.36,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Nuke,16652,13,11,56.9,85.0,1.15,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Nuke,16902,10,13,83.6,80.0,1.12,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Overpass,16368,16,15,96.0,71.4,1.15,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Overpass,17379,13,12,61.6,90.5,1.03,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Overpass,15126,11,14,70.3,71.4,0.86,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Overpass,15051,7,13,40.2,61.9,0.69,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Overpass,16808,6,16,42.6,66.7,0.63,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Overpass,15523,21,14,95.7,85.7,1.56,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Overpass,16652,16,8,78.0,95.2,1.41,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Overpass,16902,12,8,68.8,85.7,1.34,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Overpass,17097,15,11,83.3,81.0,1.32,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Overpass,19832,6,12,33.4,66.7,0.70,2340552/ethereal-vs-faint-esea-advanced-season-33-north-america
Train,8565,22,6,110.4,85.0,1.86,2340522/furia-vs-mibr-esl-pro-league-season-11-north-america
Train,12553,23,9,119.3,85.0,1.69,2340522/furia-vs-mibr-esl-pro-league-season-11-north-america
Train,15631,17,9,72.8,85.0,1.39,2340522/furia-vs-mibr-esl-pro-league-season-11-north-america
Train,12822,13,11,77.9,70.0,1.07,2340522/furia-vs-mibr-esl-pro-league-season-11-north-america
Train,12521,11,13,69.5,65.0,0.95,2340522/furia-vs-mibr-esl-pro-league-season-11-north-america
Train,5736,12,17,67.8,55.0,0.89,2340522/furia-vs-mibr-esl-pro-league-season-11-north-america
Train,8564,11,15,56.7,60.0,0.83,2340522/furia-vs-mibr-esl-pro-league-season-11-north-america
Train,2023,10,18,70.0,60.0,0.80,2340522/furia-vs-mibr-esl-pro-league-season-11-north-america
Train,14737,10,19,48.1,45.0,0.59,2340522/furia-vs-mibr-esl-pro-league-season-11-north-america
Train,9217,5,17,41.7,60.0,0.43,2340522/furia-vs-mibr-esl-pro-league-season-11-north-america
Inferno,15631,21,17,94.9,63.6,1.24,2340522/furia-vs-mibr-esl-pro-league-season-11-north-america
Inferno,12553,13,18,66.9,63.6,0.87,2340522/furia-vs-mibr-esl-pro-league-season-11-north-america
